task_id,team,role,user_id,task_name,description,priority,expected_duration,created_at,completed_at,completion_time,duration_error
5553,Marketing,SEO Specialist,126,Email campaign setup,Email campaign setup for marketing team by seo specialist.,Medium,6.0,2024-10-11 09:12:00,2024-10-14 12:20:58.761139,75.15,69.15
6435,Operations,Operations Associate,26,Resource planning,Resource planning for operations team by operations associate.,Medium,7.0,2024-10-11 09:36:00,2024-10-14 10:15:41.534181,72.66,65.66
4142,Engineering,Backend Engineer,170,Database schema update,Database schema update for engineering team by backend engineer.,Medium,2.0,2024-10-11 09:37:00,2024-10-11 13:22:33.256704,3.76,1.7599999999999998
7664,Engineering,QA Engineer,185,Database schema update,Database schema update for engineering team by qa engineer.,Medium,7.0,2024-10-11 09:40:00,2024-10-14 09:44:23.853400,72.07,65.07
228,Engineering,QA Engineer,36,Integration testing,Integration testing for engineering team by qa engineer.,Low,6.0,2024-10-11 09:56:00,2024-10-14 11:09:56.256235,73.23,67.23
5282,Marketing,Content Writer,144,Prepare campaign assets,Prepare campaign assets for marketing team by content writer.,Medium,7.0,2024-10-11 10:04:00,2024-10-11 16:09:21.591116,6.09,-0.9100000000000001
8688,Engineering,Backend Engineer,189,Write frontend feature,Write frontend feature for engineering team by backend engineer.,Low,7.0,2024-10-11 10:18:00,2024-10-14 13:18:42.169860,75.01,68.01
3240,Engineering,Frontend Engineer,188,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,3.0,2024-10-11 10:27:00,2024-10-11 12:42:17.078686,2.25,-0.75
9688,Engineering,QA Engineer,6,ETL batch debugging,ETL batch debugging for engineering team by qa engineer.,High,11.0,2024-10-11 10:31:00,2024-10-14 16:40:32.347535,78.16,67.16
5596,Customer Support,Technical Support,137,Create KB article,Create KB article for customer support team by technical support.,Low,3.0,2024-10-11 10:43:00,2024-10-11 12:16:08.275132,1.55,-1.45
2815,Operations,Operations Associate,31,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,8.0,2024-10-11 10:43:00,2024-10-14 14:45:29.066547,76.04,68.04
8052,Engineering,Backend Engineer,143,Implement new endpoint,Implement new endpoint for engineering team by backend engineer.,Low,6.0,2024-10-11 10:46:00,2024-10-14 10:09:15.551888,71.39,65.39
7863,Finance,Accountant,167,Reconcile transactions,Reconcile transactions for finance team by accountant.,Low,3.0,2024-10-11 10:52:00,2024-10-11 13:46:21.243368,2.91,-0.08999999999999986
4231,Customer Support,Support Agent,184,Live chat assistance,Live chat assistance for customer support team by support agent.,Low,2.0,2024-10-11 10:53:00,2024-10-11 12:27:57.778530,1.58,-0.41999999999999993
5212,Engineering,Frontend Engineer,46,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,7.0,2024-10-11 11:06:00,2024-10-14 11:14:27.049958,72.14,65.14
3270,Marketing,Content Writer,197,Landing page copy,Landing page copy for marketing team by content writer.,Low,9.0,2024-10-11 11:14:00,2024-10-14 12:23:36.652302,73.16,64.16
4975,Engineering,Frontend Engineer,40,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,8.0,2024-10-11 11:16:00,2024-10-14 14:15:18.567285,74.99,66.99
5527,Customer Support,Support Agent,19,Escalate request,Escalate request for customer support team by support agent.,Low,3.0,2024-10-11 11:16:00,2024-10-11 13:11:18.037102,1.92,-1.08
4413,Engineering,QA Engineer,5,Integration testing,Integration testing for engineering team by qa engineer.,Low,3.0,2024-10-11 11:16:00,2024-10-11 14:21:31.964238,3.09,0.08999999999999986
9991,Marketing,SEO Specialist,195,Write blog post,Write blog post for marketing team by seo specialist.,Low,10.0,2024-10-11 11:19:00,2024-10-14 14:26:29.247059,75.12,65.12
3223,Marketing,Social Media Manager,103,Email campaign setup,Email campaign setup for marketing team by social media manager.,Medium,5.0,2024-10-11 11:21:00,2024-10-14 10:29:13.008685,71.14,66.14
8673,Marketing,Content Writer,148,Landing page copy,Landing page copy for marketing team by content writer.,Low,7.0,2024-10-11 11:22:00,2024-10-14 11:58:25.711509,72.61,65.61
8861,Operations,Operations Associate,186,Resource planning,Resource planning for operations team by operations associate.,Medium,4.0,2024-10-11 11:23:00,2024-10-11 15:44:53.388603,4.36,0.3600000000000003
9324,Engineering,QA Engineer,152,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,11.0,2024-10-11 11:33:00,2024-10-15 11:01:27.472933,95.47,84.47
7557,Engineering,Data Engineer,84,Integration testing,Integration testing for engineering team by data engineer.,Low,5.0,2024-10-11 11:40:00,2024-10-14 12:57:07.922912,73.29,68.29
8248,Engineering,Backend Engineer,158,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,7.0,2024-10-11 11:40:00,2024-10-14 12:30:27.088398,72.84,65.84
8551,Operations,Operations Associate,161,Inventory check,Inventory check for operations team by operations associate.,Low,4.0,2024-10-11 11:50:00,2024-10-11 14:52:50.678468,3.05,-0.9500000000000002
7298,Finance,Accountant,84,Variance analysis,Variance analysis for finance team by accountant.,Medium,2.0,2024-10-11 11:55:00,2024-10-11 12:50:33.613837,0.93,-1.0699999999999998
7314,Engineering,QA Engineer,4,Write unit tests,Write unit tests for engineering team by qa engineer.,Low,5.0,2024-10-11 11:55:00,2024-10-14 11:01:09.075987,71.1,66.1
1006,Marketing,Content Writer,126,Keyword research,Keyword research for marketing team by content writer.,Low,10.0,2024-10-11 12:03:00,2024-10-15 11:17:16.606227,95.24,85.24
4715,Engineering,Backend Engineer,147,Write unit tests,Write unit tests for engineering team by backend engineer.,Low,4.0,2024-10-11 12:33:00,2024-10-11 16:09:39.035935,3.61,-0.3900000000000001
8076,Finance,Accountant,56,Create budget forecast,Create budget forecast for finance team by accountant.,Low,4.0,2024-10-11 12:42:00,2024-10-14 10:41:31.150464,69.99,65.99
3357,Operations,Logistics Coordinator,2,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,8.0,2024-10-11 12:45:00,2024-10-15 09:18:02.111545,92.55,84.55
3103,Engineering,QA Engineer,199,Implement new endpoint,Implement new endpoint for engineering team by qa engineer.,Low,9.0,2024-10-11 12:57:00,2024-10-15 09:11:51.945553,92.25,83.25
7835,Customer Support,Technical Support,54,Escalate request,Escalate request for customer support team by technical support.,Low,2.0,2024-10-11 13:02:00,2024-10-11 15:02:11.612786,2.0,0.0
9677,Marketing,SEO Specialist,110,Landing page copy,Landing page copy for marketing team by seo specialist.,Low,7.0,2024-10-11 13:10:00,2024-10-14 14:25:28.986936,73.26,66.26
573,Engineering,Backend Engineer,148,Performance profiling,Performance profiling for engineering team by backend engineer.,Low,8.0,2024-10-11 13:13:00,2024-10-14 13:17:26.390164,72.07,64.07
6912,Engineering,Data Engineer,32,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,9.0,2024-10-11 13:15:00,2024-10-15 11:46:12.051957,94.52,85.52
5614,Finance,Accountant,187,Prepare monthly report,Prepare monthly report for finance team by accountant.,Medium,8.0,2024-10-11 13:17:00,2024-10-14 16:21:27.055985,75.07,67.07
6403,Engineering,QA Engineer,34,Database schema update,Database schema update for engineering team by qa engineer.,Medium,11.0,2024-10-11 13:23:00,2024-10-14 15:57:29.135692,74.57,63.56999999999999
8914,Marketing,SEO Specialist,73,Email campaign setup,Email campaign setup for marketing team by seo specialist.,Medium,2.0,2024-10-11 13:24:00,2024-10-11 15:12:18.437229,1.81,-0.18999999999999995
3442,Marketing,Content Writer,191,Write blog post,Write blog post for marketing team by content writer.,Low,7.0,2024-10-11 13:41:00,2024-10-14 15:39:34.760649,73.98,66.98
5031,Operations,Operations Associate,137,Resource planning,Resource planning for operations team by operations associate.,Medium,5.0,2024-10-11 13:42:00,2024-10-14 11:12:02.362986,69.5,64.5
3470,Operations,Logistics Coordinator,3,Vendor follow-up,Vendor follow-up for operations team by logistics coordinator.,Low,4.0,2024-10-11 13:46:00,2024-10-14 10:29:26.607687,68.72,64.72
5113,Marketing,Content Writer,152,Prepare campaign assets,Prepare campaign assets for marketing team by content writer.,Medium,8.0,2024-10-11 13:46:00,2024-10-14 13:18:52.593604,71.55,63.55
326,Engineering,QA Engineer,18,Database schema update,Database schema update for engineering team by qa engineer.,Medium,7.0,2024-10-11 13:46:00,2024-10-14 12:57:19.686090,71.19,64.19
4722,Engineering,QA Engineer,62,Write unit tests,Write unit tests for engineering team by qa engineer.,Low,6.0,2024-10-11 13:50:00,2024-10-14 12:40:22.471277,70.84,64.84
5963,Engineering,QA Engineer,149,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,5.0,2024-10-11 13:54:00,2024-10-14 10:20:38.920682,68.44,63.44
8428,Operations,Logistics Coordinator,82,Inventory check,Inventory check for operations team by logistics coordinator.,Low,1.0,2024-10-11 14:06:00,2024-10-14 09:23:51.847758,67.3,66.3
4274,Engineering,Frontend Engineer,150,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,5.0,2024-10-11 14:15:00,2024-10-14 10:52:47.414495,68.63,63.629999999999995
6831,Engineering,Data Engineer,8,Database schema update,Database schema update for engineering team by data engineer.,Medium,9.0,2024-10-11 14:22:00,2024-10-14 14:54:03.361717,72.53,63.53
7002,Engineering,Backend Engineer,193,Data pipeline monitoring,Data pipeline monitoring for engineering team by backend engineer.,Low,11.0,2024-10-11 14:24:00,2024-10-15 13:03:10.165253,94.65,83.65
8734,Engineering,Data Engineer,42,Integration testing,Integration testing for engineering team by data engineer.,Low,11.0,2024-10-11 14:28:00,2024-10-15 13:28:59.069328,95.02,84.02
9946,Engineering,Data Engineer,62,Integration testing,Integration testing for engineering team by data engineer.,Low,9.0,2024-10-11 14:34:00,2024-10-15 12:54:33.357306,94.34,85.34
5253,Marketing,Content Writer,114,Competitor research,Competitor research for marketing team by content writer.,Low,7.0,2024-10-11 14:34:00,2024-10-15 11:07:49.246010,92.56,85.56
7113,Engineering,Data Engineer,61,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,3.0,2024-10-11 14:49:00,2024-10-14 09:22:37.602681,66.56,63.56
9358,Marketing,SEO Specialist,75,Email campaign setup,Email campaign setup for marketing team by seo specialist.,Medium,7.0,2024-10-11 14:50:00,2024-10-14 16:03:05.783458,73.22,66.22
4043,Engineering,QA Engineer,120,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,3.0,2024-10-11 14:52:00,2024-10-14 10:20:35.775345,67.48,64.48
1164,Engineering,Data Engineer,88,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,2.0,2024-10-11 14:52:00,2024-10-14 09:58:43.455398,67.11,65.11
1135,Engineering,Frontend Engineer,174,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,4.0,2024-10-11 14:56:00,2024-10-14 13:00:59.012552,70.08,66.08
3850,Finance,Financial Analyst,61,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,7.0,2024-10-11 14:58:00,2024-10-15 11:10:13.753435,92.2,85.2
3262,Engineering,QA Engineer,4,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,7.0,2024-10-11 15:06:00,2024-10-15 09:28:33.453746,90.38,83.38
455,Marketing,SEO Specialist,81,Write blog post,Write blog post for marketing team by seo specialist.,Low,4.0,2024-10-11 15:16:00,2024-10-14 11:13:33.741868,67.96,63.959999999999994
368,Engineering,Frontend Engineer,196,Performance profiling,Performance profiling for engineering team by frontend engineer.,Low,6.0,2024-10-11 15:20:00,2024-10-15 10:12:54.769686,90.88,84.88
7894,Customer Support,Technical Support,28,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,3.0,2024-10-11 15:21:00,2024-10-14 11:26:49.075597,68.1,65.1
1639,Operations,Operations Associate,121,Resource planning,Resource planning for operations team by operations associate.,Medium,3.0,2024-10-11 15:28:00,2024-10-14 11:37:51.469100,68.16,65.16
9286,Finance,Financial Analyst,96,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,5.0,2024-10-11 15:31:00,2024-10-14 12:28:50.900687,68.96,63.959999999999994
6608,Marketing,SEO Specialist,70,Landing page copy,Landing page copy for marketing team by seo specialist.,Low,9.0,2024-10-11 15:41:00,2024-10-16 09:12:35.715732,113.53,104.53
4383,Operations,Logistics Coordinator,146,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,8.0,2024-10-11 16:09:00,2024-10-15 10:08:22.942259,89.99,81.99
4833,Engineering,Backend Engineer,16,Implement new endpoint,Implement new endpoint for engineering team by backend engineer.,Low,7.0,2024-10-11 16:17:00,2024-10-15 09:47:24.077066,89.51,82.51
5591,Marketing,Social Media Manager,80,Keyword research,Keyword research for marketing team by social media manager.,Low,2.0,2024-10-11 16:17:00,2024-10-14 13:18:27.137309,69.02,67.02
6059,Marketing,SEO Specialist,70,Competitor research,Competitor research for marketing team by seo specialist.,Low,4.0,2024-10-11 16:19:00,2024-10-14 16:12:10.936926,71.89,67.89
2973,Finance,Accountant,97,Invoice processing,Invoice processing for finance team by accountant.,Low,4.0,2024-10-11 16:19:00,2024-10-14 12:25:40.659162,68.11,64.11
9194,Marketing,Social Media Manager,163,Competitor research,Competitor research for marketing team by social media manager.,Low,7.0,2024-10-11 16:20:00,2024-10-14 15:18:56.776549,70.98,63.980000000000004
8401,Operations,Operations Associate,48,Resource planning,Resource planning for operations team by operations associate.,Medium,7.0,2024-10-11 16:20:00,2024-10-14 14:18:28.261424,69.97,62.97
8097,Engineering,Data Engineer,66,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,11.0,2024-10-11 16:40:00,2024-10-15 13:05:47.662630,92.43,81.43
2083,Engineering,Data Engineer,11,Integration testing,Integration testing for engineering team by data engineer.,Low,5.0,2024-10-11 16:48:00,2024-10-14 14:37:31.208002,69.83,64.83
2391,Finance,Financial Analyst,149,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,4.0,2024-10-11 16:49:00,2024-10-14 14:47:07.604761,69.97,65.97
5860,Marketing,Content Writer,101,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,4.0,2024-10-11 16:54:00,2024-10-14 12:37:16.701290,67.72,63.72
5657,Customer Support,Support Agent,120,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,1.0,2024-10-14 09:20:00,2024-10-14 10:04:41.213123,0.74,-0.26
8944,Finance,Accountant,64,Create budget forecast,Create budget forecast for finance team by accountant.,Low,6.0,2024-10-14 09:28:00,2024-10-15 10:40:06.914536,25.2,19.2
2263,Engineering,Frontend Engineer,182,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,3.0,2024-10-14 09:32:00,2024-10-14 11:29:01.171184,1.95,-1.05
2891,Engineering,Frontend Engineer,53,Implement new endpoint,Implement new endpoint for engineering team by frontend engineer.,Low,6.0,2024-10-14 09:47:00,2024-10-14 16:56:27.920033,7.16,1.1600000000000001
